id,sentiment
5732,1
5733,1
5734,0
5735,0
5736,0
5737,1
5738,1
5739,0
5740,1
5741,1
5742,1
5743,1
5744,0
5745,0
5746,1
5747,0
5748,1
5749,1
5750,1
5751,0
5752,1
5753,1
5754,1
5755,0
5756,1
5757,1
5758,1
5759,0
5760,0
5761,0
5762,0
5763,0
5764,0
5765,0
5766,1
5767,1
5768,1
5769,0
5770,0
5771,1
5772,0
5773,0
5774,1
5775,0
5776,1
5777,0
5778,1
5779,1
5780,1
5781,0
5782,1
5783,0
5784,0
5785,1
5786,0
5787,1
5788,0
5789,1
5790,0
5791,0
5792,0
5793,1
5794,1
5795,1
5796,1
5797,1
5798,1
5799,0
5800,0
5801,0
5802,1
5803,1
5804,1
5805,1
5806,0
5807,1
5808,1
5809,0
5810,0
5811,0
5812,1
5813,0
5814,1
5815,1
5816,0
5817,0
5818,0
5819,0
5820,1
5821,0
5822,0
5823,0
5824,1
5825,0
5826,1
5827,0
5828,1
5829,1
5830,1
5831,0
5832,1
5833,1
5834,0
5835,1
5836,1
5837,0
5838,1
5839,0
5840,0
5841,1
5842,0
5843,1
5844,0
5845,1
5846,1
5847,0
5848,1
5849,0
5850,1
5851,0
5852,1
5853,1
5854,0
5855,0
5856,1
5857,0
5858,0
5859,0
5860,1
5861,0
5862,1
5863,1
5864,0
5865,1
5866,1
5867,0
5868,0
5869,0
5870,0
5871,1
5872,1
5873,0
5874,0
5875,0
5876,0
5877,1
5878,0
5879,1
5880,0
5881,1
5882,1
5883,0
5884,0
5885,0
5886,0
5887,1
5888,0
5889,0
5890,1
5891,1
5892,1
5893,0
5894,0
5895,0
5896,0
5897,1
5898,0
5899,1
5900,1
5901,0
5902,0
5903,0
5904,1
5905,1
5906,1
5907,1
5908,0
5909,1
5910,0
5911,1
5912,1
5913,0
5914,1
5915,0
5916,0
5917,0
5918,1
5919,0
5920,1
5921,0
5922,0
5923,1
5924,1
5925,0
5926,0
5927,0
5928,1
5929,0
5930,1
5931,1
5932,1
5933,0
5934,0
5935,0
5936,1
5937,0
5938,0
5939,1
5940,0
5941,0
5942,0
5943,0
5944,1
5945,1
5946,1
5947,0
5948,1
5949,0
5950,1
5951,1
5952,0
5953,1
5954,1
5955,1
5956,0
5957,0
5958,1
5959,0
5960,0
5961,0
5962,1
5963,0
5964,1
5965,0
5966,0
5967,1
5968,0
5969,0
5970,0
5971,0
5972,0
5973,0
5974,1
5975,1
5976,1
5977,1
5978,0
5979,0
5980,1
5981,0
5982,0
5983,0
5984,0
5985,0
5986,0
5987,1
5988,0
5989,1
5990,0
5991,1
5992,1
5993,1
5994,0
5995,0
5996,1
5997,0
5998,0
5999,1
6000,0
6001,0
6002,0
6003,1
6004,0
6005,1
6006,0
6007,1
6008,0
6009,0
6010,1
6011,1
6012,1
6013,1
6014,0
6015,1
6016,0
6017,0
6018,1
6019,1
6020,1
6021,0
6022,0
6023,1
6024,0
6025,0
6026,1
6027,0
6028,0
6029,1
6030,1
6031,1
6032,0
6033,0
6034,1
6035,1
6036,1
6037,1
6038,1
6039,1
6040,0
6041,1
6042,1
6043,0
6044,1
6045,1
6046,0
6047,1
6048,0
6049,1
6050,0
6051,0
6052,1
6053,0
6054,1
6055,0
6056,1
6057,1
6058,1
6059,1
6060,0
6061,0
6062,0
6063,0
6064,0
6065,1
6066,1
6067,0
6068,1
6069,1
6070,0
6071,1
6072,1
6073,0
6074,1
6075,0
6076,1
6077,0
6078,0
6079,1
6080,0
6081,0
6082,0
6083,0
6084,1
6085,1
6086,1
6087,1
6088,0
6089,0
6090,1
6091,0
6092,1
6093,1
6094,0
6095,0
6096,0
6097,0
6098,0
6099,1
6100,1
6101,0
6102,1
6103,0
6104,1
6105,1
6106,0
6107,1
6108,0
6109,1
6110,0
6111,0
6112,0
6113,0
6114,1
6115,0
6116,0
6117,1
6118,1
6119,0
6120,0
6121,0
6122,0
6123,0
6124,0
6125,0
6126,1
6127,1
6128,1
6129,0
6130,1
6131,0
6132,0
6133,1
6134,0
6135,1
6136,1
6137,0
6138,0
6139,1
6140,0
6141,0
6142,1
6143,1
6144,0
6145,0
6146,1
6147,1
6148,0
6149,0
6150,0
6151,0
6152,1
6153,0
6154,1
6155,0
6156,0
6157,0
6158,1
6159,1
6160,1
6161,0
6162,1
6163,1
6164,1
6165,1
6166,0
6167,1
6168,1
6169,0
6170,1
6171,1
6172,0
6173,1
6174,0
6175,1
6176,0
6177,1
6178,0
6179,1
6180,0
6181,0
6182,0
6183,1
6184,0
6185,1
6186,0
6187,1
6188,0
6189,1
6190,0
6191,1
6192,0
6193,1
6194,1
6195,1
6196,0
6197,0
6198,0
6199,0
6200,1
6201,0
6202,0
6203,1
6204,1
6205,1
6206,1
6207,1
6208,1
6209,1
6210,0
6211,0
6212,0
6213,1
6214,1
6215,0
6216,1
6217,1
6218,1
6219,1
6220,0
6221,1
6222,0
6223,1
6224,1
6225,1
6226,0
6227,1
6228,0
6229,1
6230,1
6231,1
6232,0
6233,0
6234,0
6235,0
6236,0
6237,1
6238,0
6239,0
6240,1
6241,1
6242,1
6243,0
6244,0
6245,0
6246,1
6247,1
6248,0
6249,0
6250,1
6251,1
6252,0
6253,1
6254,1
6255,0
6256,1
6257,0
6258,0
6259,1
6260,1
6261,0
6262,0
6263,1
6264,1
6265,1
6266,0
6267,0
6268,1
6269,1
6270,1
6271,0
6272,0
6273,0
6274,0
6275,0
6276,0
6277,1
6278,0
6279,0
6280,0
6281,0
6282,0
6283,1
6284,1
6285,1
6286,0
6287,1
6288,1
6289,1
6290,0
6291,1
6292,1
6293,1
6294,1
6295,0
6296,0
6297,0
6298,0
6299,1
6300,1
6301,0
6302,0
6303,0
6304,0
6305,1
6306,1
6307,1
6308,1
6309,1
6310,0
6311,1
6312,0
6313,0
6314,1
6315,0
6316,0
6317,0
6318,1
6319,0
6320,1
6321,0
6322,1
6323,0
6324,1
6325,0
6326,1
6327,1
6328,0
6329,1
6330,1
6331,1
6332,1
6333,1
6334,1
6335,0
6336,0
6337,1
6338,0
6339,0
6340,1
6341,1
6342,0
6343,1
6344,0
6345,1
6346,1
6347,0
6348,1
6349,0
6350,1
6351,1
6352,0
6353,1
6354,1
6355,0
6356,0
6357,0
6358,1
6359,1
6360,1
6361,1
6362,0
6363,0
6364,0
6365,1
6366,0
6367,0
6368,1
6369,0
6370,0
6371,0
6372,0
6373,0
6374,0
6375,0
6376,1
6377,0
6378,1
6379,1
6380,1
6381,0
6382,1
6383,0
6384,0
6385,1
6386,0
6387,0
6388,1
6389,0
6390,1
6391,1
6392,1
6393,1
6394,0
6395,1
6396,1
6397,0
6398,0
6399,1
6400,0
6401,0
6402,1
6403,0
6404,1
6405,1
6406,0
6407,0
6408,1
6409,1
6410,1
6411,0
6412,1
6413,1
6414,1
6415,1
6416,1
6417,1
6418,0
6419,0
6420,0
6421,0
6422,1
6423,1
6424,0
6425,1
6426,1
6427,0
6428,1
6429,1
6430,0
6431,1
6432,1
6433,0
6434,1
6435,1
6436,0
6437,0
6438,1
6439,1
6440,0
6441,1
6442,1
6443,0
6444,1
6445,1
6446,0
6447,0
6448,1
6449,0
6450,0
6451,1
6452,1
6453,0
6454,1
6455,1
6456,0
6457,0
6458,1
6459,0
6460,1
6461,0
6462,1
6463,0
6464,0
6465,1
6466,0
6467,1
6468,0
6469,0
6470,0
6471,1
6472,0
6473,0
6474,0
6475,1
6476,0
6477,0
6478,1
6479,0
6480,0
6481,1
6482,1
6483,1
6484,1
6485,0
6486,1
6487,1
6488,1
6489,0
6490,1
6491,1
6492,0
6493,0
6494,0
6495,0
6496,0
6497,1
6498,1
6499,0
6500,0
6501,0
6502,0
6503,1
6504,0
6505,0
6506,0
6507,0
6508,0
6509,1
6510,1
6511,1
6512,0
6513,0
6514,1
6515,1
6516,1
6517,0
6518,1
6519,1
6520,0
6521,0
6522,0
6523,0
6524,0
6525,1
6526,1
6527,1
6528,0
6529,1
6530,0
6531,1
6532,1
6533,1
6534,0
6535,0
6536,0
6537,0
6538,0
6539,1
6540,0
6541,1
6542,0
6543,0
6544,1
6545,0
6546,0
6547,0
6548,1
6549,0
6550,1
6551,1
6552,0
6553,1
6554,1
6555,0
6556,0
6557,0
6558,0
6559,0
6560,0
6561,0
6562,1
6563,0
6564,0
6565,1
6566,1
6567,0
6568,1
6569,0
6570,1
6571,0
6572,0
6573,1
6574,1
6575,0
6576,1
6577,0
6578,1
6579,0
6580,1
6581,0
6582,0
6583,0
6584,1
6585,0
6586,0
6587,0
6588,0
6589,0
6590,0
6591,1
6592,1
6593,0
6594,1
6595,0
6596,1
6597,1
6598,1
6599,0
6600,1
6601,1
6602,0
6603,1
6604,1
6605,0
6606,1
6607,1
6608,0
6609,1
6610,0
6611,1
6612,1
6613,1
6614,0
6615,1
6616,0
6617,0
6618,1
6619,0
6620,1
6621,0
6622,1
6623,1
6624,1
6625,1
6626,0
6627,0
6628,1
6629,0
6630,0
6631,1
6632,0
6633,1
6634,0
6635,1
6636,0
6637,0
6638,1
6639,0
6640,0
6641,0
6642,1
6643,1
6644,1
6645,0
6646,0
6647,1
6648,0
6649,0
6650,1
6651,1
6652,1
6653,1
6654,0
6655,0
6656,1
6657,0
6658,1
6659,0
6660,1
6661,1
6662,1
6663,1
6664,0
6665,1
6666,0
6667,1
6668,1
6669,1
6670,0
6671,1
6672,0
6673,1
6674,0
6675,0
6676,1
6677,0
6678,1
6679,1
6680,0
6681,0
6682,1
6683,0
6684,1
6685,0
6686,0
6687,1
6688,0
6689,0
6690,0
6691,1
6692,1
6693,0
6694,1
6695,1
6696,0
6697,0
6698,1
6699,1
6700,1
6701,0
6702,0
6703,0
6704,1
6705,0
6706,1
6707,1
6708,1
6709,0
6710,1
6711,1
6712,0
6713,1
6714,0
6715,0
6716,0
6717,0
6718,1
6719,0
6720,1
6721,1
6722,1
6723,0
6724,1
6725,1
6726,1
6727,1
6728,0
6729,0
6730,0
6731,1
6732,1
6733,1
6734,1
6735,1
6736,0
6737,0
6738,1
6739,0
6740,1
6741,1
6742,0
6743,0
6744,1
6745,0
6746,0
6747,1
6748,0
6749,1
6750,1
6751,1
6752,0
6753,0
6754,0
6755,1
6756,1
6757,1
6758,1
6759,0
6760,0
6761,1
6762,1
6763,1
6764,1
6765,1
6766,1
6767,0
6768,1
6769,1
6770,0
6771,0
6772,0
6773,0
6774,0
6775,0
6776,1
6777,1
6778,1
6779,0
6780,1
6781,0
6782,1
6783,1
6784,1
6785,0
6786,1
6787,1
6788,0
6789,1
6790,0
6791,0
6792,0
6793,0
6794,1
6795,1
6796,0
6797,0
6798,0
6799,0
6800,0
6801,1
6802,0
6803,1
6804,1
6805,0
6806,1
6807,0
6808,1
6809,1
6810,0
6811,1
6812,0
6813,0
6814,1
6815,1
6816,0
6817,1
6818,1
6819,1
6820,0
6821,1
6822,1
6823,1
6824,0
6825,1
6826,1
6827,0
6828,1
6829,1
6830,1
6831,0
6832,0
6833,1
6834,1
6835,0
6836,0
6837,1
6838,0
6839,0
6840,1
6841,0
6842,0
6843,0
6844,0
6845,0
6846,1
6847,1
6848,0
6849,0
6850,1
6851,0
6852,1
6853,0
6854,1
6855,1
6856,0
6857,1
6858,1
6859,1
6860,0
6861,1
6862,1
6863,0
6864,0
6865,0
6866,0
6867,0
6868,1
6869,0
6870,1
6871,1
6872,0
6873,0
6874,0
6875,1
6876,1
6877,1
6878,1
6879,0
6880,1
6881,0
6882,1
6883,0
6884,1
6885,0
6886,0
6887,1
6888,1
6889,0
6890,0
6891,1
6892,1
6893,1
6894,1
6895,0
6896,0
6897,0
6898,1
6899,0
6900,0
6901,0
6902,0
6903,1
6904,0
6905,0
6906,1
6907,0
6908,1
6909,1
6910,0
6911,0
6912,0
6913,0
6914,0
6915,1
6916,1
6917,0
6918,1
6919,0
6920,1
6921,1
6922,0
6923,1
6924,0
6925,0
6926,0
6927,0
6928,0
6929,1
6930,0
6931,0
6932,1
6933,1
6934,0
6935,1
6936,1
6937,1
6938,0
6939,0
6940,0
6941,0
6942,0
6943,0
6944,0
6945,0
6946,0
6947,0
6948,0
6949,1
6950,1
6951,1
6952,1
6953,0
6954,0
6955,1
6956,0
6957,1
6958,1
6959,1
6960,0
6961,1
6962,0
6963,1
6964,0
6965,1
6966,1
6967,1
6968,0
6969,1
6970,1
6971,1
6972,1
6973,1
6974,0
6975,1
6976,1
6977,0
6978,1
6979,1
6980,0
6981,1
6982,0
6983,1
6984,1
6985,0
6986,0
6987,0
6988,1
6989,1
6990,0
6991,0
6992,0
6993,1
6994,1
6995,1
6996,1
6997,1
6998,0
6999,0
7000,0
7001,0
7002,0
7003,1
7004,1
7005,0
7006,0
7007,0
7008,1
7009,1
7010,0
7011,0
7012,1
7013,0
7014,0
7015,1
7016,1
7017,0
7018,0
7019,1
7020,0
7021,1
7022,0
7023,0
7024,1
7025,0
7026,1
7027,0
7028,1
7029,1
7030,1
7031,1
7032,1
7033,0
7034,1
7035,1
7036,0
7037,1
7038,0
7039,0
7040,1
7041,1
7042,1
7043,1
7044,0
7045,1
7046,0
7047,0
7048,0
7049,1
7050,0
7051,1
7052,1
7053,1
7054,0
7055,0
7056,1
7057,0
7058,1
7059,0
7060,1
7061,1
7062,0
7063,1
7064,1
7065,0
7066,1
7067,0
7068,1
7069,1
7070,0
7071,1
7072,0
7073,0
7074,0
7075,1
7076,1
7077,1
7078,0
7079,0
7080,1
7081,1
7082,0
7083,0
7084,1
7085,0
7086,1
7087,1
7088,0
7089,1
7090,1
7091,1
7092,0
7093,0
7094,1
7095,1
7096,1
7097,0
7098,1
7099,0
7100,1
7101,1
7102,0
7103,0
7104,1
7105,0
7106,0
7107,1
7108,0
7109,0
7110,1
7111,1
7112,0
7113,0
7114,0
7115,0
7116,1
7117,1
7118,0
7119,0
7120,1
7121,1
7122,1
7123,1
7124,1
7125,0
7126,0
7127,1
7128,0
7129,1
7130,1
7131,0
7132,0
7133,1
7134,0
7135,1
7136,0
7137,0
7138,1
7139,0
7140,0
7141,1
7142,0
7143,0
7144,1
7145,0
7146,1
7147,1
7148,1
7149,0
7150,1
7151,0
7152,1
7153,1
7154,0
7155,1
7156,1
7157,0
7158,1
7159,1
7160,0
7161,1
7162,1
7163,1
7164,0
7165,1
7166,0
7167,1
7168,1
7169,0
7170,0
7171,0
7172,1
7173,1
7174,0
7175,1
7176,0
7177,1
7178,1
7179,1
7180,1
7181,1
7182,1
7183,1
7184,1
7185,0
7186,1
7187,1
7188,1
7189,1
7190,0
7191,0
7192,0
7193,0
7194,0
7195,0
7196,1
7197,0
7198,0
7199,0
7200,1
7201,1
7202,0
7203,0
7204,1
7205,0
7206,1
7207,1
7208,0
7209,1
7210,0
7211,1
7212,0
7213,1
7214,1
7215,1
7216,1
7217,1
7218,1
7219,0
7220,0
7221,0
7222,0
7223,1
7224,0
7225,1
7226,1
7227,0
7228,1
7229,1
7230,1
7231,1
7232,1
7233,0
7234,1
7235,0
7236,0
7237,1
7238,1
7239,1
7240,0
7241,0
7242,0
7243,0
7244,0
7245,1
7246,0
7247,0
7248,1
7249,0
7250,1
7251,0
7252,1
7253,1
7254,1
7255,0
7256,0
7257,1
7258,1
7259,0
7260,0
7261,0
7262,1
7263,1
7264,1
7265,0
7266,0
7267,0
7268,0
7269,1
7270,0
7271,1
7272,0
7273,1
7274,0
7275,1
7276,1
7277,1
7278,0
7279,1
7280,0
7281,0
7282,0
7283,1
7284,1
7285,0
7286,1
7287,0
7288,0
7289,1
7290,0
7291,1
7292,0
7293,1
7294,1
7295,1
7296,1
7297,0
7298,1
7299,1
7300,0
7301,1
7302,1
7303,0
7304,0
7305,0
7306,1
7307,0
7308,1
7309,1
7310,1
7311,0
7312,1
7313,1
7314,0
7315,1
7316,0
7317,0
7318,0
7319,1
7320,0
7321,0
7322,0
7323,0
7324,0
7325,0
7326,1
7327,1
7328,1
7329,0
7330,1
7331,0
7332,0
7333,1
7334,1
7335,1
7336,0
7337,1
7338,0
7339,1
7340,1
7341,1
7342,1
7343,1
7344,1
7345,1
7346,1
7347,0
7348,1
7349,1
7350,1
7351,0
7352,1
7353,0
7354,0
7355,0
7356,0
7357,0
7358,1
7359,1
7360,1
7361,0
7362,1
7363,0
7364,1
7365,0
7366,1
7367,1
7368,0
7369,1
7370,1
7371,0
7372,0
7373,1
7374,1
7375,0
7376,0
7377,0
7378,0
7379,1
7380,0
7381,0
7382,1
7383,1
7384,0
7385,1
7386,1
7387,0
7388,0
7389,0
7390,1
7391,1
7392,1
7393,1
7394,1
7395,0
7396,0
7397,1
7398,0
7399,1
7400,1
7401,0
7402,0
7403,0
7404,1
7405,1
7406,1
7407,1
7408,1
7409,1
7410,0
7411,0
7412,0
7413,0
7414,1
7415,0
7416,1
7417,1
7418,0
7419,1
7420,1
7421,0
7422,1
7423,0
7424,0
7425,1
7426,1
7427,1
7428,0
7429,0
7430,1
7431,0
7432,0
7433,0
7434,1
7435,1
7436,0
7437,1
7438,1
7439,0
7440,1
7441,0
7442,0
7443,0
7444,0
7445,1
7446,0
7447,1
7448,1
7449,0
7450,1
7451,0
7452,0
7453,0
7454,1
7455,1
7456,1
7457,0
7458,0
7459,0
7460,1
7461,1
7462,0
7463,0
7464,0
7465,0
7466,0
7467,0
7468,0
7469,0
7470,0
7471,0
7472,0
7473,1
7474,1
7475,1
7476,0
7477,1
7478,1
7479,0
7480,1
7481,1
7482,1
7483,1
7484,1
7485,1
7486,1
7487,1
7488,1
7489,0
7490,1
7491,1
7492,1
7493,0
7494,1
7495,1
7496,1
7497,1
7498,0
7499,1
7500,0
7501,0
7502,0
7503,0
7504,1
7505,1
7506,0
7507,1
7508,1
7509,0
7510,0
7511,0
7512,1
7513,0
7514,1
7515,1
7516,0
7517,0
7518,1
7519,1
7520,1
7521,0
7522,1
7523,0
7524,1
7525,1
7526,1
7527,0
7528,1
7529,0
7530,0
7531,0
7532,0
7533,1
7534,0
7535,1
7536,0
7537,1
7538,1
7539,1
7540,1
7541,0
7542,1
7543,1
7544,0
7545,1
7546,1
7547,0
7548,1
7549,0
7550,0
7551,0
7552,1
7553,0
7554,0
7555,0
7556,0
7557,0
7558,1
7559,1
7560,0
7561,0
7562,1
7563,0
7564,1
7565,1
7566,0
7567,0
7568,0
7569,1
7570,0
7571,0
7572,1
7573,0
7574,0
7575,0
7576,1
7577,1
7578,0
7579,0
7580,0
7581,1
7582,0
7583,1
7584,0
7585,0
7586,1
7587,1
7588,1
7589,0
7590,1
7591,0
7592,1
7593,0
7594,1
7595,0
7596,0
7597,0
7598,1
7599,0
7600,1
7601,0
7602,1
7603,1
7604,1
7605,0
7606,0
7607,0
7608,1
7609,0
7610,0
7611,0
7612,0
7613,0
7614,1
7615,0
7616,0
7617,1
7618,1
7619,1
7620,1
7621,1
7622,1
7623,1
7624,1
7625,0
7626,1
7627,1
7628,1
7629,0
7630,1
7631,1
7632,1
7633,0
7634,0
7635,0
7636,1
7637,1
7638,1
7639,0
7640,1
7641,0
7642,0
7643,0
7644,0
7645,0
7646,0
7647,1
7648,1
7649,1
7650,0
7651,0
7652,0
7653,1
7654,1
7655,0
7656,0
7657,0
7658,0
7659,1
7660,0
7661,0
7662,0
7663,0
7664,0
7665,0
7666,0
7667,1
7668,1
7669,1
7670,1
7671,0
7672,0
7673,1
7674,0
7675,0
7676,1
7677,0
7678,1
7679,1
7680,1
7681,0
7682,1
7683,1
7684,0
7685,0
7686,1
7687,0
7688,0
7689,0
7690,0
7691,1
7692,0
7693,0
7694,1
7695,1
7696,0
7697,1
7698,0
7699,0
7700,0
7701,0
7702,0
7703,0
7704,1
7705,0
7706,0
7707,1
7708,1
7709,0
7710,1
7711,1
7712,1
7713,1
7714,0
7715,0
7716,1
7717,0
7718,1
7719,1
7720,1
7721,0
7722,1
7723,1
7724,0
7725,1
7726,0
7727,0
7728,1
7729,0
7730,0
7731,1
7732,1
7733,0
7734,0
7735,0
7736,1
7737,1
7738,0
7739,0
7740,1
7741,0
7742,1
7743,0
7744,0
7745,0
7746,1
7747,0
7748,0
7749,0
7750,1
7751,0
7752,1
7753,0
7754,0
7755,0
7756,1
7757,1
7758,1
7759,0
7760,0
7761,0
7762,0
7763,1
7764,1
7765,0
7766,1
7767,0
7768,1
7769,0
7770,1
7771,0
7772,0
7773,0
7774,1
7775,0
7776,1
7777,0
7778,1
7779,1
7780,0
7781,1
7782,1
7783,1
7784,0
7785,1
7786,1
7787,1
7788,1
7789,1
7790,0
7791,0
7792,1
7793,0
7794,0
7795,1
7796,0
